treatment,treatment_rep,fish_short,video_num,video,video_rep,coral_species,tile_rep,flurry,bites
anigrofuscus,1,AN,2,GX012344,AN1_GX012344,millepora,1,1,5
anigrofuscus,1,AN,2,GX012344,AN1_GX012344,millepora,2,1,5
anigrofuscus,1,AN,2,GX012344,AN1_GX012344,millepora,3,0,0
anigrofuscus,1,AN,2,GX012344,AN1_GX012344,millepora,4,0,0
anigrofuscus,1,AN,2,GX012344,AN1_GX012344,kenti,1,0,0
anigrofuscus,1,AN,2,GX012344,AN1_GX012344,kenti,2,1,2
anigrofuscus,1,AN,2,GX012344,AN1_GX012344,kenti,2,2,2
anigrofuscus,1,AN,2,GX012344,AN1_GX012344,kenti,2,3,2
anigrofuscus,1,AN,2,GX012344,AN1_GX012344,kenti,3,0,0
anigrofuscus,1,AN,2,GX012344,AN1_GX012344,goniastrea,1,0,0
anigrofuscus,1,AN,2,GX012344,AN1_GX012344,not_tile,0,0,0
anigrofuscus,1,AN,11,GX022346,AN1_GX022346,millepora,1,1,3
anigrofuscus,1,AN,11,GX022346,AN1_GX022346,millepora,1,2,2
anigrofuscus,1,AN,11,GX022346,AN1_GX022346,millepora,1,3,6
anigrofuscus,1,AN,11,GX022346,AN1_GX022346,millepora,1,4,4
anigrofuscus,1,AN,11,GX022346,AN1_GX022346,millepora,1,5,8
anigrofuscus,1,AN,11,GX022346,AN1_GX022346,millepora,2,0,0
anigrofuscus,1,AN,11,GX022346,AN1_GX022346,millepora,3,1,6
anigrofuscus,1,AN,11,GX022346,AN1_GX022346,millepora,4,1,6
anigrofuscus,1,AN,11,GX022346,AN1_GX022346,millepora,4,2,15
anigrofuscus,1,AN,11,GX022346,AN1_GX022346,kenti,1,0,0
anigrofuscus,1,AN,11,GX022346,AN1_GX022346,kenti,2,1,1
anigrofuscus,1,AN,11,GX022346,AN1_GX022346,kenti,2,2,3
anigrofuscus,1,AN,11,GX022346,AN1_GX022346,kenti,2,3,4
anigrofuscus,1,AN,11,GX022346,AN1_GX022346,kenti,2,4,2
anigrofuscus,1,AN,11,GX022346,AN1_GX022346,kenti,2,5,1
anigrofuscus,1,AN,11,GX022346,AN1_GX022346,kenti,3,1,5
anigrofuscus,1,AN,11,GX022346,AN1_GX022346,goniastrea,1,0,0
anigrofuscus,1,AN,11,GX022346,AN1_GX022346,not_tile,0,1,1
anigrofuscus,1,AN,12,GX032341,AN1_GX032341,millepora,1,0,0
anigrofuscus,1,AN,12,GX032341,AN1_GX032341,millepora,2,0,0
anigrofuscus,1,AN,12,GX032341,AN1_GX032341,millepora,3,0,0
anigrofuscus,1,AN,12,GX032341,AN1_GX032341,millepora,4,0,0
anigrofuscus,1,AN,12,GX032341,AN1_GX032341,kenti,1,0,0
anigrofuscus,1,AN,12,GX032341,AN1_GX032341,kenti,2,0,0
anigrofuscus,1,AN,12,GX032341,AN1_GX032341,kenti,3,0,0
anigrofuscus,1,AN,12,GX032341,AN1_GX032341,goniastrea,1,0,0
anigrofuscus,1,AN,12,GX032341,AN1_GX032341,not_tile,0,0,0
anigrofuscus,1,AN,15,GX032345,AN1_GX032345,millepora,1,0,0
anigrofuscus,1,AN,15,GX032345,AN1_GX032345,millepora,2,0,0
anigrofuscus,1,AN,15,GX032345,AN1_GX032345,millepora,3,0,0
anigrofuscus,1,AN,15,GX032345,AN1_GX032345,millepora,4,0,0
anigrofuscus,1,AN,15,GX032345,AN1_GX032345,kenti,1,0,0
anigrofuscus,1,AN,15,GX032345,AN1_GX032345,kenti,2,0,0
anigrofuscus,1,AN,15,GX032345,AN1_GX032345,kenti,3,0,0
anigrofuscus,1,AN,15,GX032345,AN1_GX032345,goniastrea,1,0,0
anigrofuscus,1,AN,15,GX032345,AN1_GX032345,not_tile,0,1,1
anigrofuscus,1,AN,17,GX042344,AN1_GX042344,millepora,1,1,1
anigrofuscus,1,AN,17,GX042344,AN1_GX042344,millepora,2,1,6
anigrofuscus,1,AN,17,GX042344,AN1_GX042344,millepora,2,2,2
anigrofuscus,1,AN,17,GX042344,AN1_GX042344,millepora,2,3,7
anigrofuscus,1,AN,17,GX042344,AN1_GX042344,millepora,2,4,1
anigrofuscus,1,AN,17,GX042344,AN1_GX042344,millepora,3,1,1
anigrofuscus,1,AN,17,GX042344,AN1_GX042344,millepora,4,1,2
anigrofuscus,1,AN,17,GX042344,AN1_GX042344,millepora,4,2,2
anigrofuscus,1,AN,17,GX042344,AN1_GX042344,kenti,1,1,3
anigrofuscus,1,AN,17,GX042344,AN1_GX042344,kenti,2,0,0
anigrofuscus,1,AN,17,GX042344,AN1_GX042344,kenti,3,1,1
anigrofuscus,1,AN,17,GX042344,AN1_GX042344,goniastrea,1,0,0
anigrofuscus,1,AN,17,GX042344,AN1_GX042344,not_tile,0,1,1
anigrofuscus,1,AN,17,GX042344,AN1_GX042344,not_tile,0,2,2
anigrofuscus,1,AN,3,GX012343,AN1_GX012343,millepora,1,0,0
anigrofuscus,1,AN,3,GX012343,AN1_GX012343,millepora,2,0,0
anigrofuscus,1,AN,3,GX012343,AN1_GX012343,millepora,3,0,0
anigrofuscus,1,AN,3,GX012343,AN1_GX012343,millepora,4,0,0
anigrofuscus,1,AN,3,GX012343,AN1_GX012343,kenti,1,0,0
anigrofuscus,1,AN,3,GX012343,AN1_GX012343,kenti,2,1,1
anigrofuscus,1,AN,3,GX012343,AN1_GX012343,kenti,2,2,4
anigrofuscus,1,AN,3,GX012343,AN1_GX012343,kenti,2,3,2
anigrofuscus,1,AN,3,GX012343,AN1_GX012343,kenti,3,0,0
anigrofuscus,1,AN,3,GX012343,AN1_GX012343,goniastrea,1,0,0
anigrofuscus,1,AN,3,GX012343,AN1_GX012343,not_tile,0,0,0
anigrofuscus,2,AN,3,GX019319,AN2_GX019319,millepora,1,0,0
anigrofuscus,2,AN,3,GX019319,AN2_GX019319,millepora,2,0,0
anigrofuscus,2,AN,3,GX019319,AN2_GX019319,millepora,3,0,0
anigrofuscus,2,AN,3,GX019319,AN2_GX019319,millepora,4,0,0
anigrofuscus,2,AN,3,GX019319,AN2_GX019319,kenti,1,0,0
anigrofuscus,2,AN,3,GX019319,AN2_GX019319,kenti,2,0,0
anigrofuscus,2,AN,3,GX019319,AN2_GX019319,kenti,3,0,0
anigrofuscus,2,AN,3,GX019319,AN2_GX019319,goniastrea,1,0,0
anigrofuscus,2,AN,3,GX019319,AN2_GX019319,not_tile,0,1,1
anigrofuscus,2,AN,3,GX019321,AN2_GX019321,millepora,1,1,4
anigrofuscus,2,AN,3,GX019321,AN2_GX019321,millepora,2,0,0
anigrofuscus,2,AN,3,GX019321,AN2_GX019321,millepora,3,1,2
anigrofuscus,2,AN,3,GX019321,AN2_GX019321,millepora,3,2,1
anigrofuscus,2,AN,3,GX019321,AN2_GX019321,millepora,3,3,1
anigrofuscus,2,AN,3,GX019321,AN2_GX019321,millepora,4,1,1
anigrofuscus,2,AN,3,GX019321,AN2_GX019321,kenti,1,0,0
anigrofuscus,2,AN,3,GX019321,AN2_GX019321,kenti,2,1,5
anigrofuscus,2,AN,3,GX019321,AN2_GX019321,kenti,3,1,2
anigrofuscus,2,AN,3,GX019321,AN2_GX019321,goniastrea,1,1,1
anigrofuscus,2,AN,3,GX019321,AN2_GX019321,not_tile,0,0,0
anigrofuscus,2,AN,8,GX029321,AN2_GX029321,millepora,1,0,0
anigrofuscus,2,AN,8,GX029321,AN2_GX029321,millepora,2,0,0
anigrofuscus,2,AN,8,GX029321,AN2_GX029321,millepora,3,0,0
anigrofuscus,2,AN,8,GX029321,AN2_GX029321,millepora,4,0,0
anigrofuscus,2,AN,8,GX029321,AN2_GX029321,kenti,1,0,0
anigrofuscus,2,AN,8,GX029321,AN2_GX029321,kenti,2,0,0
anigrofuscus,2,AN,8,GX029321,AN2_GX029321,kenti,3,0,0
anigrofuscus,2,AN,8,GX029321,AN2_GX029321,goniastrea,1,0,0
anigrofuscus,2,AN,8,GX029321,AN2_GX029321,not_tile,0,0,0
anigrofuscus,2,AN,11,GX039319,AN2_GX039319,millepora,1,0,0
anigrofuscus,2,AN,11,GX039319,AN2_GX039319,millepora,2,0,0
anigrofuscus,2,AN,11,GX039319,AN2_GX039319,millepora,3,0,0
anigrofuscus,2,AN,11,GX039319,AN2_GX039319,millepora,4,0,0
anigrofuscus,2,AN,11,GX039319,AN2_GX039319,kenti,1,0,0
anigrofuscus,2,AN,11,GX039319,AN2_GX039319,kenti,2,0,0
anigrofuscus,2,AN,11,GX039319,AN2_GX039319,kenti,3,0,0
anigrofuscus,2,AN,11,GX039319,AN2_GX039319,goniastrea,1,0,0
anigrofuscus,2,AN,11,GX039319,AN2_GX039319,not_tile,0,0,0
anigrofuscus,2,AN,13,GX039321,AN2_GX039321,millepora,1,0,0
anigrofuscus,2,AN,13,GX039321,AN2_GX039321,millepora,2,0,0
anigrofuscus,2,AN,13,GX039321,AN2_GX039321,millepora,3,0,0
anigrofuscus,2,AN,13,GX039321,AN2_GX039321,millepora,4,0,0
anigrofuscus,2,AN,13,GX039321,AN2_GX039321,kenti,1,0,0
anigrofuscus,2,AN,13,GX039321,AN2_GX039321,kenti,2,0,0
anigrofuscus,2,AN,13,GX039321,AN2_GX039321,kenti,3,0,0
anigrofuscus,2,AN,13,GX039321,AN2_GX039321,goniastrea,1,0,0
anigrofuscus,2,AN,13,GX039321,AN2_GX039321,not_tile,0,0,0
anigrofuscus,2,AN,9,GX029322,AN2_GX029322,millepora,1,1,5
anigrofuscus,2,AN,9,GX029322,AN2_GX029322,millepora,1,2,5
anigrofuscus,2,AN,9,GX029322,AN2_GX029322,millepora,1,3,3
anigrofuscus,2,AN,9,GX029322,AN2_GX029322,millepora,1,4,1
anigrofuscus,2,AN,9,GX029322,AN2_GX029322,millepora,2,1,1
anigrofuscus,2,AN,9,GX029322,AN2_GX029322,millepora,3,0,0
anigrofuscus,2,AN,9,GX029322,AN2_GX029322,millepora,4,0,0
anigrofuscus,2,AN,9,GX029322,AN2_GX029322,kenti,1,1,6
anigrofuscus,2,AN,9,GX029322,AN2_GX029322,kenti,2,1,3
anigrofuscus,2,AN,9,GX029322,AN2_GX029322,kenti,3,1,1
anigrofuscus,2,AN,9,GX029322,AN2_GX029322,goniastrea,1,0,0
anigrofuscus,2,AN,9,GX029322,AN2_GX029322,not_tile,0,1,1
anigrofuscus,3,AN,11,GX013802,AN3_GX013802,millepora,1,0,0
anigrofuscus,3,AN,11,GX013802,AN3_GX013802,millepora,2,0,0
anigrofuscus,3,AN,11,GX013802,AN3_GX013802,millepora,3,0,0
anigrofuscus,3,AN,11,GX013802,AN3_GX013802,millepora,4,0,0
anigrofuscus,3,AN,11,GX013802,AN3_GX013802,kenti,1,0,0
anigrofuscus,3,AN,11,GX013802,AN3_GX013802,kenti,2,0,0
anigrofuscus,3,AN,11,GX013802,AN3_GX013802,kenti,3,0,0
anigrofuscus,3,AN,11,GX013802,AN3_GX013802,goniastrea,1,0,0
anigrofuscus,3,AN,11,GX013802,AN3_GX013802,not_tile,0,0,0
anigrofuscus,3,AN,16,GX023803,AN3_GX023803,millepora,1,1,3
anigrofuscus,3,AN,16,GX023803,AN3_GX023803,millepora,1,2,2
anigrofuscus,3,AN,16,GX023803,AN3_GX023803,millepora,1,3,1
anigrofuscus,3,AN,16,GX023803,AN3_GX023803,millepora,1,4,1
anigrofuscus,3,AN,16,GX023803,AN3_GX023803,millepora,2,1,12
anigrofuscus,3,AN,16,GX023803,AN3_GX023803,millepora,2,2,13
anigrofuscus,3,AN,16,GX023803,AN3_GX023803,millepora,2,3,5
anigrofuscus,3,AN,16,GX023803,AN3_GX023803,millepora,2,4,6
anigrofuscus,3,AN,16,GX023803,AN3_GX023803,millepora,2,5,1
anigrofuscus,3,AN,16,GX023803,AN3_GX023803,millepora,2,6,3
anigrofuscus,3,AN,16,GX023803,AN3_GX023803,millepora,2,7,7
anigrofuscus,3,AN,16,GX023803,AN3_GX023803,millepora,2,8,4
anigrofuscus,3,AN,16,GX023803,AN3_GX023803,millepora,3,1,6
anigrofuscus,3,AN,16,GX023803,AN3_GX023803,millepora,3,2,7
anigrofuscus,3,AN,16,GX023803,AN3_GX023803,millepora,3,3,20
anigrofuscus,3,AN,16,GX023803,AN3_GX023803,millepora,3,4,2
anigrofuscus,3,AN,16,GX023803,AN3_GX023803,millepora,3,5,10
anigrofuscus,3,AN,16,GX023803,AN3_GX023803,millepora,3,6,7
anigrofuscus,3,AN,16,GX023803,AN3_GX023803,millepora,3,7,7
anigrofuscus,3,AN,16,GX023803,AN3_GX023803,millepora,3,8,22
anigrofuscus,3,AN,16,GX023803,AN3_GX023803,millepora,3,9,3
anigrofuscus,3,AN,16,GX023803,AN3_GX023803,millepora,4,1,1
anigrofuscus,3,AN,16,GX023803,AN3_GX023803,millepora,4,2,2
anigrofuscus,3,AN,16,GX023803,AN3_GX023803,kenti,1,1,6
anigrofuscus,3,AN,16,GX023803,AN3_GX023803,kenti,1,2,2
anigrofuscus,3,AN,16,GX023803,AN3_GX023803,kenti,1,3,1
anigrofuscus,3,AN,16,GX023803,AN3_GX023803,kenti,1,4,1
anigrofuscus,3,AN,16,GX023803,AN3_GX023803,kenti,1,5,1
anigrofuscus,3,AN,16,GX023803,AN3_GX023803,kenti,1,6,3
anigrofuscus,3,AN,16,GX023803,AN3_GX023803,kenti,2,0,0
anigrofuscus,3,AN,16,GX023803,AN3_GX023803,kenti,3,1,2
anigrofuscus,3,AN,16,GX023803,AN3_GX023803,kenti,3,2,1
anigrofuscus,3,AN,16,GX023803,AN3_GX023803,kenti,3,3,1
anigrofuscus,3,AN,16,GX023803,AN3_GX023803,goniastrea,1,1,2
anigrofuscus,3,AN,16,GX023803,AN3_GX023803,not_tile,0,0,0
anigrofuscus,3,AN,24,GX063802,AN3_GX063802,millepora,1,0,0
anigrofuscus,3,AN,24,GX063802,AN3_GX063802,millepora,2,0,0
anigrofuscus,3,AN,24,GX063802,AN3_GX063802,millepora,3,0,0
anigrofuscus,3,AN,24,GX063802,AN3_GX063802,millepora,4,0,0
anigrofuscus,3,AN,24,GX063802,AN3_GX063802,kenti,1,0,0
anigrofuscus,3,AN,24,GX063802,AN3_GX063802,kenti,2,0,0
anigrofuscus,3,AN,24,GX063802,AN3_GX063802,kenti,3,0,0
anigrofuscus,3,AN,24,GX063802,AN3_GX063802,goniastrea,1,0,0
anigrofuscus,3,AN,24,GX063802,AN3_GX063802,not_tile,0,0,0
anigrofuscus,3,AN,38,GH070605,AN3_GH070605,millepora,1,0,0
anigrofuscus,3,AN,38,GH070605,AN3_GH070605,millepora,2,0,0
anigrofuscus,3,AN,38,GH070605,AN3_GH070605,millepora,3,0,0
anigrofuscus,3,AN,38,GH070605,AN3_GH070605,millepora,4,0,0
anigrofuscus,3,AN,38,GH070605,AN3_GH070605,kenti,1,0,0
anigrofuscus,3,AN,38,GH070605,AN3_GH070605,kenti,2,0,0
anigrofuscus,3,AN,38,GH070605,AN3_GH070605,kenti,3,0,0
anigrofuscus,3,AN,38,GH070605,AN3_GH070605,goniastrea,1,0,0
anigrofuscus,3,AN,38,GH070605,AN3_GH070605,not_tile,0,0,0
anigrofuscus,3,AN,29,GH020606,AN3_GH020606,millepora,1,0,0
anigrofuscus,3,AN,29,GH020606,AN3_GH020606,millepora,2,1,1
anigrofuscus,3,AN,29,GH020606,AN3_GH020606,millepora,3,1,1
anigrofuscus,3,AN,29,GH020606,AN3_GH020606,millepora,4,0,0
anigrofuscus,3,AN,29,GH020606,AN3_GH020606,kenti,1,0,0
anigrofuscus,3,AN,29,GH020606,AN3_GH020606,kenti,2,0,0
anigrofuscus,3,AN,29,GH020606,AN3_GH020606,kenti,3,0,0
anigrofuscus,3,AN,29,GH020606,AN3_GH020606,goniastrea,1,0,0
anigrofuscus,3,AN,29,GH020606,AN3_GH020606,not_tile,0,1,4
anigrofuscus,3,AN,29,GH020606,AN3_GH020606,not_tile,0,2,1
anigrofuscus,3,AN,29,GH020606,AN3_GH020606,not_tile,0,3,1
anigrofuscus,3,AN,29,GH020606,AN3_GH020606,not_tile,0,4,2
anigrofuscus,3,AN,35,GH050606,AN3_GH050606,millepora,1,0,0
anigrofuscus,3,AN,35,GH050606,AN3_GH050606,millepora,2,1,1
anigrofuscus,3,AN,35,GH050606,AN3_GH050606,millepora,2,2,1
anigrofuscus,3,AN,35,GH050606,AN3_GH050606,millepora,3,1,3
anigrofuscus,3,AN,35,GH050606,AN3_GH050606,millepora,4,0,0
anigrofuscus,3,AN,35,GH050606,AN3_GH050606,kenti,1,0,0
anigrofuscus,3,AN,35,GH050606,AN3_GH050606,kenti,2,0,0
anigrofuscus,3,AN,35,GH050606,AN3_GH050606,kenti,3,0,0
anigrofuscus,3,AN,35,GH050606,AN3_GH050606,goniastrea,1,0,0
anigrofuscus,3,AN,35,GH050606,AN3_GH050606,not_tile,0,1,4
anigrofuscus,3,AN,35,GH050606,AN3_GH050606,not_tile,0,2,1
anigrofuscus,4,AN,3,GX010127,AN4_GX010127,millepora,1,0,0
anigrofuscus,4,AN,3,GX010127,AN4_GX010127,millepora,2,0,0
anigrofuscus,4,AN,3,GX010127,AN4_GX010127,millepora,3,0,0
anigrofuscus,4,AN,3,GX010127,AN4_GX010127,millepora,4,0,0
anigrofuscus,4,AN,3,GX010127,AN4_GX010127,kenti,1,0,0
anigrofuscus,4,AN,3,GX010127,AN4_GX010127,kenti,2,0,0
anigrofuscus,4,AN,3,GX010127,AN4_GX010127,kenti,3,0,0
anigrofuscus,4,AN,3,GX010127,AN4_GX010127,goniastrea,1,0,0
anigrofuscus,4,AN,3,GX010127,AN4_GX010127,not_tile,0,0,0
anigrofuscus,4,AN,6,GX020125,AN4_GX020125,millepora,1,1,9
anigrofuscus,4,AN,6,GX020125,AN4_GX020125,millepora,1,2,5
anigrofuscus,4,AN,6,GX020125,AN4_GX020125,millepora,2,0,0
anigrofuscus,4,AN,6,GX020125,AN4_GX020125,millepora,3,1,6
anigrofuscus,4,AN,6,GX020125,AN4_GX020125,millepora,4,0,0
anigrofuscus,4,AN,6,GX020125,AN4_GX020125,kenti,1,0,0
anigrofuscus,4,AN,6,GX020125,AN4_GX020125,kenti,2,1,3
anigrofuscus,4,AN,6,GX020125,AN4_GX020125,kenti,2,2,4
anigrofuscus,4,AN,6,GX020125,AN4_GX020125,kenti,3,0,0
anigrofuscus,4,AN,6,GX020125,AN4_GX020125,goniastrea,1,0,0
anigrofuscus,4,AN,6,GX020125,AN4_GX020125,not_tile,0,1,5
anigrofuscus,4,AN,7,GX020126,AN4_GX020126,millepora,1,1,3
anigrofuscus,4,AN,7,GX020126,AN4_GX020126,millepora,1,2,2
anigrofuscus,4,AN,7,GX020126,AN4_GX020126,millepora,1,3,2
anigrofuscus,4,AN,7,GX020126,AN4_GX020126,millepora,1,4,1
anigrofuscus,4,AN,7,GX020126,AN4_GX020126,millepora,2,1,5
anigrofuscus,4,AN,7,GX020126,AN4_GX020126,millepora,2,2,4
anigrofuscus,4,AN,7,GX020126,AN4_GX020126,millepora,2,3,7
anigrofuscus,4,AN,7,GX020126,AN4_GX020126,millepora,2,4,13
anigrofuscus,4,AN,7,GX020126,AN4_GX020126,millepora,3,1,11
anigrofuscus,4,AN,7,GX020126,AN4_GX020126,millepora,4,1,3
anigrofuscus,4,AN,7,GX020126,AN4_GX020126,millepora,4,2,11
anigrofuscus,4,AN,7,GX020126,AN4_GX020126,millepora,4,3,6
anigrofuscus,4,AN,7,GX020126,AN4_GX020126,millepora,4,4,3
anigrofuscus,4,AN,7,GX020126,AN4_GX020126,kenti,1,1,5
anigrofuscus,4,AN,7,GX020126,AN4_GX020126,kenti,1,2,2
anigrofuscus,4,AN,7,GX020126,AN4_GX020126,kenti,1,3,3
anigrofuscus,4,AN,7,GX020126,AN4_GX020126,kenti,2,1,11
anigrofuscus,4,AN,7,GX020126,AN4_GX020126,kenti,2,2,2
anigrofuscus,4,AN,7,GX020126,AN4_GX020126,kenti,2,3,4
anigrofuscus,4,AN,7,GX020126,AN4_GX020126,kenti,3,1,6
anigrofuscus,4,AN,7,GX020126,AN4_GX020126,kenti,3,2,2
anigrofuscus,4,AN,7,GX020126,AN4_GX020126,kenti,3,3,7
anigrofuscus,4,AN,7,GX020126,AN4_GX020126,kenti,3,4,5
anigrofuscus,4,AN,7,GX020126,AN4_GX020126,kenti,3,5,6
anigrofuscus,4,AN,7,GX020126,AN4_GX020126,goniastrea,1,1,9
anigrofuscus,4,AN,7,GX020126,AN4_GX020126,goniastrea,1,2,3
anigrofuscus,4,AN,7,GX020126,AN4_GX020126,goniastrea,1,3,6
anigrofuscus,4,AN,7,GX020126,AN4_GX020126,goniastrea,1,4,7
anigrofuscus,4,AN,7,GX020126,AN4_GX020126,goniastrea,1,5,2
anigrofuscus,4,AN,7,GX020126,AN4_GX020126,not_tile,0,1,2
anigrofuscus,4,AN,9,GX020128,AN4_GX020128,millepora,1,1,3
anigrofuscus,4,AN,9,GX020128,AN4_GX020128,millepora,1,2,2
anigrofuscus,4,AN,9,GX020128,AN4_GX020128,millepora,1,3,2
anigrofuscus,4,AN,9,GX020128,AN4_GX020128,millepora,1,4,3
anigrofuscus,4,AN,9,GX020128,AN4_GX020128,millepora,2,1,3
anigrofuscus,4,AN,9,GX020128,AN4_GX020128,millepora,3,0,0
anigrofuscus,4,AN,9,GX020128,AN4_GX020128,millepora,4,0,0
anigrofuscus,4,AN,9,GX020128,AN4_GX020128,kenti,1,1,2
anigrofuscus,4,AN,9,GX020128,AN4_GX020128,kenti,2,0,0
anigrofuscus,4,AN,9,GX020128,AN4_GX020128,kenti,3,1,5
anigrofuscus,4,AN,9,GX020128,AN4_GX020128,goniastrea,1,1,5
anigrofuscus,4,AN,9,GX020128,AN4_GX020128,goniastrea,1,2,4
anigrofuscus,4,AN,9,GX020128,AN4_GX020128,not_tile,0,0,0
anigrofuscus,4,AN,12,GX040125,AN4_GX040125,millepora,1,1,1
anigrofuscus,4,AN,12,GX040125,AN4_GX040125,millepora,1,2,2
anigrofuscus,4,AN,12,GX040125,AN4_GX040125,millepora,1,3,2
anigrofuscus,4,AN,12,GX040125,AN4_GX040125,millepora,1,4,1
anigrofuscus,4,AN,12,GX040125,AN4_GX040125,millepora,1,5,2
anigrofuscus,4,AN,12,GX040125,AN4_GX040125,millepora,1,6,3
anigrofuscus,4,AN,12,GX040125,AN4_GX040125,millepora,2,1,1
anigrofuscus,4,AN,12,GX040125,AN4_GX040125,millepora,2,2,2
anigrofuscus,4,AN,12,GX040125,AN4_GX040125,millepora,3,0,0
anigrofuscus,4,AN,12,GX040125,AN4_GX040125,millepora,4,0,0
anigrofuscus,4,AN,12,GX040125,AN4_GX040125,kenti,1,1,1
anigrofuscus,4,AN,12,GX040125,AN4_GX040125,kenti,2,1,4
anigrofuscus,4,AN,12,GX040125,AN4_GX040125,kenti,3,1,3
anigrofuscus,4,AN,12,GX040125,AN4_GX040125,kenti,3,2,3
anigrofuscus,4,AN,12,GX040125,AN4_GX040125,goniastrea,1,1,5
anigrofuscus,4,AN,12,GX040125,AN4_GX040125,not_tile,0,1,2
anigrofuscus,4,AN,12,GX040125,AN4_GX040125,not_tile,0,2,2
anigrofuscus,4,AN,12,GX040125,AN4_GX040125,not_tile,0,3,2
anigrofuscus,4,AN,12,GX040125,AN4_GX040125,not_tile,0,4,1
anigrofuscus,4,AN,2,GX010126,AN4_GX010126,millepora,1,1,3
anigrofuscus,4,AN,2,GX010126,AN4_GX010126,millepora,1,2,4
anigrofuscus,4,AN,2,GX010126,AN4_GX010126,millepora,2,1,6
anigrofuscus,4,AN,2,GX010126,AN4_GX010126,millepora,2,2,8
anigrofuscus,4,AN,2,GX010126,AN4_GX010126,millepora,2,3,9
anigrofuscus,4,AN,2,GX010126,AN4_GX010126,millepora,2,4,5
anigrofuscus,4,AN,2,GX010126,AN4_GX010126,millepora,3,1,12
anigrofuscus,4,AN,2,GX010126,AN4_GX010126,millepora,4,0,0
anigrofuscus,4,AN,2,GX010126,AN4_GX010126,kenti,1,1,3
anigrofuscus,4,AN,2,GX010126,AN4_GX010126,kenti,1,2,5
anigrofuscus,4,AN,2,GX010126,AN4_GX010126,kenti,2,0,0
